"","timestep","total_ag_production","total_bg_production","total_excretion","total_pp","reef_ag_production","reef_bg_production","total_reef_pp","not_reef_ag_production","not_reef_bg_production","total_not_reef_pp","total_fish_biomass","n_indiv","gs_ratio","replicate_num","temperature","total_pppb","reef_pppb","not_reef_pppb","starvation_deaths","natural_deaths","bgvmax","bgkm","bggamma","agvmax","agkm","aggamma","sgthres","sgslope","sgslough","diffusion","det_min","movement","popk","respint","respslope","resptemplo","resptempopt","resptempmax","id","behavior","comp"
"21",87600,0.359170176140181,0.445443717036222,78249.2735363795,0.804613893176404,6.77665036719745,1.03209946016654,7.80874982736399,0.146934369904306,0.42604212156271,0.572976491467016,41812.1712244771,40,1,1,26,1.9243532914296e-05,0.000186757817130355,1.37035813899947e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"22",87600,0.367049856015931,0.447793213675549,80504.9112365222,0.814843069691479,6.98588426034459,1.04393400451576,8.02981826486035,0.148154960461448,0.428077933283975,0.576232893745423,43249.7361080812,40,1,2,26,1.88404171450939e-05,0.000185661670739304,1.33233851948926e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"23",87600,0.361717145604447,0.44618447991295,78982.2168992857,0.807901625517397,6.84423115736159,1.03594234409532,7.88017350145691,0.147330572251586,0.426680292589845,0.574010864841431,42278.0823622427,40,1,3,26,1.91092306078411e-05,0.00018638909480186,1.35770317093205e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"24",87600,0.365459510867837,0.447348167893144,80070.9383949081,0.812807678760981,6.94075888776953,1.04141383732977,7.9821727250993,0.148004384719786,0.42770151491467,0.575705899634456,42956.3572975893,40,1,4,26,1.89217086805123e-05,0.000185820521740265,1.34021117211157e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"25",87600,0.363735167640981,0.446756664821507,79617.8425826147,0.810491832462488,6.90089684619993,1.03856714919324,7.93946399539317,0.147541313037957,0.427184594234596,0.574725907272552,42644.6292374448,40,1,5,26,1.90057188198232e-05,0.000186177348410894,1.34770994038308e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"26",87600,0.364419583101567,0.446800124370538,79850.7735858697,0.811219707472105,6.92129188352153,1.03899771835941,7.96028960188093,0.147573868329514,0.427215251481283,0.574789119810796,42747.1021080638,40,1,6,26,1.89771859954707e-05,0.000186218227887296,1.34462710093831e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"27",87600,0.355421283875708,0.444106731345103,77229.3195187782,0.799528015220811,6.67943092481972,1.02503013730582,7.70446106212554,0.14627669054147,0.424894712958639,0.571171403500109,41101.2656043338,40,1,7,26,1.94526373693103e-05,0.000187450701306705,1.38966865156552e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"28",87600,0.358060570024362,0.444962600886464,77928.583662617,0.803023170910827,6.74674593410837,1.02987364443533,7.7766195785437,0.146777052402733,0.425618705275092,0.572395757677825,41591.9069104822,40,1,8,26,1.9307197735347e-05,0.000186974345640878,1.37621907769169e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"29",87600,0.363539280756464,0.446688845658143,79552.1151538069,0.810228126414607,6.89485778448502,1.03827539327375,7.93313317775877,0.147538668810088,0.427124180999503,0.574662849809591,42598.5260706661,40,1,9,26,1.90200976688849e-05,0.000186230226947257,1.34902050098234e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"30",87600,0.362844131436422,0.446343399469171,79397.2442195004,0.809187530905592,6.87676424160617,1.03672016647733,7.91348440808351,0.14741891076111,0.426818744090645,0.574237654851755,42466.8994942726,40,1,10,26,1.90545469658016e-05,0.000186344765036373,1.35220056488748e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"31",87600,0.358662547344818,0.445146660579168,78146.5998110875,0.803809207923985,6.76787103712401,1.03055322663787,7.79842426376188,0.146700298819669,0.425786377286611,0.572486676106279,41701.947334264,40,1,1,26,1.92751000686134e-05,0.000187003839443114,1.37280561868606e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"32",87600,0.363879564571813,0.446830783278414,79646.9927262614,0.810710347850227,6.90385570020937,1.03883132051779,7.94268702072717,0.147592631603229,0.427252427354829,0.574845058958059,42671.0943990325,40,1,2,26,1.89990521515335e-05,0.000186137410642724,1.34715330612915e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"33",87600,0.363798962207604,0.446778925942738,79680.8371466382,0.810577888150342,6.90352151930158,1.03849767584313,7.94201919514471,0.147520415466174,0.42720988915397,0.574730304620144,42648.028986776,40,1,3,26,1.9006221563057e-05,0.000186222420679917,1.34761281652278e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"34",87600,0.365668429762182,0.447342657859761,80169.2794122181,0.813011087621943,6.94989690359357,1.04148550745101,7.99138241104458,0.147918004831834,0.427693452416479,0.575611457248313,43002.0628919544,40,1,4,26,1.89063275793231e-05,0.000185837187186193,1.33856707919938e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"35",87600,0.363535154343965,0.446657921932524,79500.9758279504,0.810193076276489,6.89372572743695,1.03843781917135,7.9321635466083,0.147571844774953,0.427086862908503,0.574658707683457,42597.675826226,40,1,5,26,1.90196544896395e-05,0.000186211181543494,1.34903770343653e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"36",87600,0.365060596961877,0.447046487789034,80026.887784029,0.812107084750911,6.9383846512442,1.04016387215158,7.97854852339579,0.147670797729721,0.427431196036655,0.575101993766376,42877.2437980228,40,1,6,26,1.89402819028298e-05,0.000186078857143418,1.34127556443564e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"37",87600,0.360888891422794,0.445866512505038,78767.2020698184,0.806755403927831,6.82692882851418,1.03424093451978,7.86116976303396,0.147047140712868,0.426408077713314,0.573455218426182,42119.427002964,40,1,7,26,1.91539976047409e-05,0.000186639997796759,1.36149814760259e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"38",87600,0.368056712530654,0.448233284648951,80861.654020287,0.816289997179606,7.01424206038375,1.04498891702402,8.05923097740777,0.148257279778175,0.42849767051501,0.576754950293185,43444.3934736555,40,1,8,26,1.87893058669262e-05,0.000185506813032039,1.32757049685347e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"39",87600,0.35977515480014,0.445615995328954,78421.4793776288,0.805391150129094,6.78968981926625,1.03297948479781,7.82266930406406,0.147128121663601,0.426190993610265,0.573319115273866,41911.2036265136,40,1,9,26,1.92166075044333e-05,0.000186648643493391,1.36793760537857e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"40",87600,0.36259210713388,0.446248050851645,79294.4387855701,0.808840157985524,6.8690606097762,1.03650466827918,7.90556527805538,0.147413322424749,0.426727369002036,0.574140691426786,42415.6391857194,40,1,10,26,1.90693851021311e-05,0.000186383264046556,1.35360612842088e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"41",87600,0.364301344709411,0.446918665570567,79727.2039919123,0.811220010279978,6.91192183523398,1.0394596204442,7.95138145567817,0.147761601327036,0.42732243721592,0.575084038542957,42730.0846274749,40,1,1,26,1.89847508459736e-05,0.000186083915466096,1.34585279565111e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"42",87600,0.364641981292909,0.446986887341172,79852.9305058046,0.811628868634081,6.92603317532918,1.0398022477248,7.96583542305398,0.147646819853099,0.427381583979994,0.575028403833092,42798.0972413685,40,1,2,26,1.89641344113206e-05,0.000186125924667376,1.34358403970649e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"43",87600,0.368511820666394,0.448135230919309,80987.0975894127,0.816647051585703,7.02788713704199,1.04528127452502,8.07316841156701,0.148276175643638,0.428386705293655,0.576662880937293,43506.5360545334,40,1,3,26,1.87706750673525e-05,0.000185562196940884,1.32546263902618e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"44",87600,0.358277681835292,0.444974107078437,78013.8936902135,0.80325178891373,6.7548073962714,1.02995296400218,7.78476036027358,0.146734739646417,0.425627968775874,0.572362708422292,41627.0944484518,40,1,4,26,1.92963693372455e-05,0.000187011860025775,1.37497636096381e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"45",87600,0.361002760071782,0.445951582533953,78843.6836063126,0.806954342605735,6.82905244865196,1.03437357935825,7.86342602801021,0.147094543831015,0.426491574371099,0.573586118202114,42136.2376527814,40,1,5,26,1.91510772569527e-05,0.000186619082909296,1.36126562349653e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"46",87600,0.364905672889209,0.447158855116786,79946.5427301373,0.812064528005995,6.92698031582373,1.04053990059856,7.96752021642228,0.147887908757435,0.427534843691179,0.575422752448615,42860.0632522524,40,1,6,26,1.89468812312898e-05,0.000185896137612526,1.34256160347214e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"47",87600,0.360225265038491,0.44567511964757,78590.3739889772,0.805900384686061,6.80665833635303,1.03317427863304,7.83983261498606,0.147031943126476,0.426245631132135,0.573277574258612,41986.8424340215,40,1,7,26,1.9194117441731e-05,0.000186721176456783,1.36537434354457e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"48",87600,0.363227129850003,0.446607043317889,79471.2170903511,0.809834173167893,6.88737027497522,1.03782263974021,7.92519291471543,0.147463817898777,0.427054646578002,0.574518464476779,42544.9073723637,40,1,8,26,1.90348087041305e-05,0.000186278297549273,1.35038127935842e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"49",87600,0.362851106064658,0.446423271940755,79328.4046670037,0.809274378005413,6.87792727393517,1.03731147799188,7.91523875192705,0.147387652807262,0.426881702497146,0.574269355304408,42469.5789713865,40,1,9,26,1.90553897073163e-05,0.000186374316478623,1.35218989501007e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"50",87600,0.361784407828531,0.446211803478264,79049.6853043249,0.807996211306795,6.85131791503549,1.03558493326395,7.88690284829944,0.147165689111475,0.42672033990536,0.573886029016836,42284.9060411542,40,1,10,26,1.91083837462097e-05,0.000186518159473346,1.35718884761928e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"51",87600,0.366376888260068,0.447499443754899,80402.6978004698,0.813876332014967,6.97331578777165,1.04206184707675,8.0153776348484,0.147875395097221,0.427836363033217,0.575711758130438,43111.7602519336,40,1,1,26,1.88782904539014e-05,0.000185920908541165,1.33539376440705e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"52",87600,0.358907594219787,0.44510736151029,78206.8928798413,0.804014955730077,6.77182230764466,1.03088596211835,7.80270826976301,0.146822775255756,0.425734774470751,0.572557549726508,41736.7457367373,40,1,2,26,1.92639589296578e-05,0.000186950566749505,1.37183084023375e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"53",87600,0.361676891406425,0.446036890532885,79039.589551019,0.807713781939309,6.84617067314715,1.03509357060305,7.8812642437502,0.147224844056587,0.426555892432177,0.573780736488763,42250.9716493985,40,1,3,26,1.91170463165149e-05,0.000186534508819099,1.35802968331719e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"54",87600,0.362762374164745,0.446436454412627,79325.7189649473,0.809198828577373,6.87539255715767,1.03711640807703,7.9125089652347,0.147379813338191,0.426901772191399,0.57428158552959,42454.6889639028,40,1,4,26,1.90602934169509e-05,0.00018637538416457,1.35269295228585e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"55",87600,0.36439580403121,0.446927557085682,79776.7585870788,0.811323361116891,6.91766287998053,1.03965190930582,7.95731478928636,0.147669319502088,0.427325263502543,0.574994583004631,42764.80951806,40,1,5,26,1.89717520143346e-05,0.000186071559278801,1.34455078716487e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"56",87600,0.365847500067357,0.4474190192047,80198.3324841204,0.813266519272057,6.95295476502198,1.04189132947042,7.99484609449239,0.148001869146989,0.42775891799707,0.575760787144059,43027.7665134904,40,1,6,26,1.89009698892243e-05,0.00018580667188444,1.33811451022805e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"57",87600,0.360546700474206,0.445796999204455,78690.9108711579,0.806343699678661,6.81240972221214,1.03378300849209,7.84619273070424,0.147173801863609,0.4263514098109,0.573525211674508,42052.9277515664,40,1,7,26,1.91744961121911e-05,0.000186578988674861,1.36381755644384e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"58",87600,0.369983813257604,0.448581469043809,81378.7202482252,0.818565282301413,7.06351574659042,1.047503330254,8.11101907684442,0.148618557091161,0.428774214435782,0.577392771526944,43781.3967602944,40,1,8,26,1.86966461299328e-05,0.000185261770455902,1.31880847632204e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"59",87600,0.367515531581179,0.447904114438426,80714.1043077969,0.815419646019605,6.99923883998068,1.04401342843009,8.04325226841077,0.148194380414598,0.428189875033989,0.576384255448587,43334.9830859812,40,1,9,26,1.8816660073496e-05,0.000185606447623439,1.33006687531175e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"60",87600,0.367387597130193,0.447954106977474,80627.0427976594,0.815341704107667,6.99544354058514,1.04419726735627,8.03964080794142,0.148187731286292,0.428235441069948,0.57642317235624,43317.5320984562,40,1,10,26,1.88224412751511e-05,0.000185597849611288,1.33069254971888e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"61",87600,0.357238701409082,0.444807499264678,77677.7471205487,0.80204620067376,6.72704502361072,1.02881969191495,7.75586471552567,0.146579542344952,0.42549333001622,0.572072872361171,41448.8026230103,40,1,1,26,1.93502863754261e-05,0.000187119150004589,1.38019155236968e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"62",87600,0.366144286801629,0.447477941104737,80278.1392529562,0.813622227906366,6.96091777799207,1.04227641894584,8.00319419693791,0.148045122148783,0.427807053040542,0.575852175189324,43079.1175172786,40,1,2,26,1.88866967291062e-05,0.00018577897269432,1.33673159613438e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"63",87600,0.366085146656013,0.4474122261124,80227.2754191212,0.813497372768414,6.95520100065935,1.04228865755894,7.99748965821829,0.148173088648462,0.427738760004205,0.575911848652667,43064.2562807898,40,1,3,26,1.88903151482335e-05,0.0001857106182462,1.33733146323851e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"64",87600,0.363869249340472,0.446678814639914,79632.4626681768,0.810548063980386,6.90075281569966,1.03881059771251,7.93956341341217,0.147684592329833,0.427096118217505,0.574780710547339,42650.0081448144,40,1,4,26,1.90046403092877e-05,0.000186156199231055,1.34766846607794e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"65",87600,0.370838465872899,0.449024236344373,81676.7800351499,0.819862702217272,7.09072812309495,1.04869595310491,8.13942407619986,0.148601519788664,0.429192182875649,0.577793702664313,43946.6628284603,40,1,5,26,1.86558580208352e-05,0.00018521142567687,1.31476127076964e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"66",87600,0.371182294994286,0.449173359592521,81861.4900624858,0.820355654586808,7.10409516113211,1.04868516636902,8.15278032750114,0.148514651632969,0.429346594589578,0.577861246222547,44016.9476721872,40,1,6,26,1.86372680971962e-05,0.000185219120331068,1.31281535131905e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"67",87600,0.369138247501051,0.448416367878131,81215.3166040661,0.817554615379183,7.04433108989952,1.0460010689229,8.09033215882241,0.148379492895067,0.428653335185456,0.577032828080523,43625.2013885802,40,1,7,26,1.87404204303156e-05,0.000185450883922801,1.32270524768643e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"68",87600,0.357947402543195,0.444844389176241,77890.6119847208,0.802791791719435,6.7436863956722,1.02962346404672,7.77330985971892,0.146761325879151,0.42550485796928,0.572266183848431,41562.3125991567,40,1,8,26,1.93153783203037e-05,0.000187027847432066,1.37688725208241e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"69",87600,0.364920962333697,0.44712857232344,79984.1602121379,0.812049534657138,6.93725848794593,1.03995486709446,7.97721335504039,0.147563789101379,0.427522907345482,0.575086696446861,42848.8566778916,40,1,9,26,1.89514866350244e-05,0.00018617097335893,1.34212845110424e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"70",87600,0.363580448836268,0.446662629290515,79546.3179655118,0.810243078126783,6.89556036474997,1.03826483329325,7.93382519804323,0.147557962985464,0.4270974468514,0.574655409836863,42602.9478097649,40,1,10,26,1.90184745371321e-05,0.000186227141686772,1.34886302328861e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"71",87600,0.35705643327567,0.44461061803706,77626.0199358872,0.80166705131273,6.71706442721437,1.02847039287383,7.7455348200882,0.146721319792787,0.425301489476935,0.572022809269722,41404.573398105,40,1,1,26,1.93617995675188e-05,0.00018706954774331,1.38154498965542e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
"72",87600,0.356731337002061,0.44452012894823,77547.9127913378,0.801251465950291,6.71384014615846,1.02759167691188,7.74143182307034,0.146492103958443,0.425237068246663,0.571729172205106,41338.1459577435,40,1,2,26,1.93828592789174e-05,0.000187270900610389,1.38305470397617e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","movement"
