"","timestep","total_ag_production","total_bg_production","total_excretion","total_pp","reef_ag_production","reef_bg_production","total_reef_pp","not_reef_ag_production","not_reef_bg_production","total_not_reef_pp","total_fish_biomass","n_indiv","gs_ratio","replicate_num","temperature","total_pppb","reef_pppb","not_reef_pppb","starvation_deaths","natural_deaths","bgvmax","bgkm","bggamma","agvmax","agkm","aggamma","sgthres","sgslope","sgslough","diffusion","det_min","movement","popk","respint","respslope","resptemplo","resptempopt","resptempmax","id","behavior","comp"
"2733",87600,0.372802068160879,0.449453686650152,82205.6733287188,0.822255754811031,7.1369423532744,1.05121702024159,8.18815937351599,0.149101686677174,0.429552460239522,0.578654146916696,44287.4167902597,40,1,3,26,1.85663516728723e-05,0.000184886813613316,1.30658816624401e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2734",87600,0.367304679631734,0.447696824780856,80713.2986025407,0.81500150441259,6.99944576060391,1.0431307164431,8.04257647704701,0.147969712092349,0.428004922617574,0.575974634709922,43286.0993584336,40,1,4,26,1.88282500962702e-05,0.000185800443935821,1.33062263231557e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2735",87600,0.356725973000574,0.444452479331984,77561.1829946024,0.801178452332558,6.71391683830406,1.02731057695733,7.74122741526138,0.14648402623568,0.425176477756942,0.571660503992622,41329.3951201598,40,1,5,26,1.93851966621635e-05,0.000187305606403258,1.38318139505936e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2736",87600,0.355295303726278,0.443904555420206,77153.3253095692,0.799199859146484,6.67451809482544,1.02463665314002,7.69915474796546,0.146309018778807,0.424698863887513,0.57100788266632,41061.3757859422,40,1,6,26,1.94635431436299e-05,0.000187503574846154,1.39062043523103e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2737",87600,0.364776450714489,0.447093387938639,79918.1287738248,0.811869838653128,6.92766415279269,1.04012119898282,7.96778535177551,0.147731797483296,0.427481058511796,0.575212855995092,42830.9025697871,40,1,7,26,1.89552353544336e-05,0.000186028892078403,1.34298560497963e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2738",87600,0.368200733191634,0.448110086739457,80894.687419979,0.816310819931091,7.01784869357011,1.04508396594522,8.06293265951533,0.148286786589617,0.428367254851709,0.576654041441327,43457.8614618749,40,1,8,26,1.87839620375069e-05,0.000185534501429364,1.32692687132619e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2739",87600,0.372110673889317,0.449395593961178,82032.8886693463,0.821506267850495,7.12166363536714,1.0503670360003,8.17203067136744,0.148892717329488,0.429520556605605,0.578413273935094,44176.9349360144,40,1,9,26,1.8595818588147e-05,0.000184984102749631,1.30931055939681e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2740",87600,0.363770876508364,0.446758265837146,79634.0779753707,0.81052914234551,6.90159413880197,1.03852961326361,7.94012375206558,0.147555142327509,0.427187489568392,0.574742631895901,42642.1693661239,40,1,10,26,1.90076901432087e-05,0.000186203560233815,1.34782690571201e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2741",87600,0.359799018665102,0.44543304258201,78497.6621112706,0.805232061247112,6.79817860781604,1.03221670886712,7.83039531668316,0.146872037626625,0.426027216495689,0.572899254122314,41906.1061764865,40,1,1,26,1.92151486911215e-05,0.000186855712236915,1.36710209178005e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2742",87600,0.363455710130288,0.446703018866132,79553.2256828604,0.81015872899642,6.89531915387226,1.03789244660324,7.9332116004755,0.147437076190909,0.427151487564367,0.574588563755276,42590.9834950823,40,1,2,26,1.90218366075055e-05,0.000186265048361504,1.34908498607838e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2743",87600,0.364239433394813,0.446935843019291,79787.1175155502,0.811175276414104,6.91624986525361,1.03919435815033,7.95544422340394,0.14755450799229,0.427348955375437,0.574903463367726,42734.1477704658,40,1,3,26,1.89818989902665e-05,0.000186161293449312,1.34530227783096e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2744",87600,0.367455415269672,0.44794594689943,80652.961837178,0.815401362169102,6.99407697722378,1.0441319042089,8.03820888143268,0.148302986598184,0.428229172784193,0.576532159382377,43324.8787081381,40,1,4,26,1.88206265425952e-05,0.000185533326834745,1.33071846147854e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2745",87600,0.357684728580159,0.444691905519779,77859.5569702032,0.802376634099938,6.74518674187073,1.02864805008092,7.77383479195165,0.146440346164597,0.425379589866661,0.571819936031258,41511.0143835426,40,1,5,26,1.93292466111849e-05,0.000187271617121302,1.37751376236655e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2746",87600,0.36271558363184,0.446505719593583,79263.4282438648,0.809221303225423,6.87165328845034,1.03746439107624,7.90911767952659,0.147455138660579,0.426961819751246,0.574416958411826,42455.3744632098,40,1,6,26,1.90605150338896e-05,0.00018629249605089,1.35298997046792e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2747",87600,0.366981322399605,0.44768009034524,80588.8184083654,0.814661412744845,6.98734573106027,1.04285405917545,8.03019979023572,0.148035827280608,0.427996784224357,0.576032611504964,43224.9421405028,40,1,7,26,1.88470214742401e-05,0.000185776993388066,1.33263940442666e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2748",87600,0.366175717787921,0.447486596070722,80315.7869452625,0.813662313858643,6.96415658300103,1.04211200451485,8.00626858751589,0.147970480410059,0.427821431674058,0.575791912084117,43087.175193283,40,1,8,26,1.88840950981044e-05,0.000185815583212427,1.33634175250801e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2749",87600,0.367973131691806,0.447915784449412,80796.6020985408,0.815888916141218,7.01027718018723,1.0445446996699,8.05482187985713,0.148302059397621,0.428184361044022,0.576486420441642,43398.128083275,40,1,9,26,1.8800094662508e-05,0.000185602979566332,1.3283670192766e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2750",87600,0.358045297034879,0.444968225771915,77955.0489149982,0.803013522806794,6.74763791649887,1.02961526468269,7.77725318118155,0.146731775101386,0.425633061194461,0.572364836295847,41588.0596402076,40,1,10,26,1.93087518329525e-05,0.00018700687765828,1.37627203877163e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2751",87600,0.369097010509144,0.44831323647084,81126.9143280257,0.817410246979985,7.04102379306524,1.04619567778925,8.0872194708545,0.148446269457268,0.428540357055597,0.576986626512866,43616.5027182458,40,1,1,26,1.87408479827073e-05,0.000185416504461542,1.3228631150005e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2752",87600,0.359707610811796,0.445354344853709,78428.8952903953,0.805061955665505,6.79275627865502,1.0321881384837,7.82494441713872,0.146956931428803,0.425946860980043,0.572903792408846,41868.9584274442,40,1,2,26,1.92281343005133e-05,0.000186891308287469,1.36832587655995e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2753",87600,0.362359968095462,0.446312789188973,79219.4168383155,0.808672757284435,6.8655467551834,1.03642041163164,7.90196716681503,0.147289714698589,0.426797034829563,0.574086749528152,42382.1022106792,40,1,3,26,1.90805249174419e-05,0.000186445852249961,1.35454996232702e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2754",87600,0.355693156332658,0.444158629504031,77251.7485963448,0.799851785836689,6.68286167094309,1.02590676566422,7.70876843660731,0.146444094253769,0.424919336038625,0.571363430292394,41150.2944795222,40,1,4,26,1.94373283582387e-05,0.000187332035751128,1.38847956623184e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2755",87600,0.36939257305372,0.448580780554833,81198.9506619818,0.817973353608552,7.04768551560087,1.04700877117278,8.09469428677365,0.148531293432483,0.428789858996571,0.577321152429054,43686.2637631029,40,1,5,26,1.87238111742439e-05,0.000185291521624936,1.32151642804632e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2756",87600,0.35190569510102,0.442795541578551,76163.4756811189,0.794701236679571,6.58471940821076,1.01872988591359,7.60344929412435,0.145777089458698,0.423748519029232,0.569525608487929,40438.6444556045,40,1,6,26,1.96520246259004e-05,0.000188024336534618,1.40836968240412e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2757",87600,0.363180076797965,0.446542401840575,79451.0315344459,0.80972247863854,6.88445218106591,1.03763597924399,7.92208816030989,0.147511714523705,0.426994040454766,0.57450575497847,42533.7846826985,40,1,7,26,1.90371603345213e-05,0.00018625401476517,1.3507045264471e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2758",87600,0.353397559209839,0.443285225065051,76622.6587629823,0.79668278427489,6.62898636890495,1.02123730065521,7.65022366956016,0.14585431622695,0.424171473081912,0.570025789308862,40713.7855725852,40,1,8,26,1.95678877085638e-05,0.000187902538709431,1.40008054100646e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2759",87600,0.362584481150496,0.446350278098932,79236.7805401108,0.808934759249428,6.8645770725673,1.03704552430731,7.9016225968746,0.147553721616249,0.426815090130073,0.574368811746322,42422.3901978681,40,1,9,26,1.90685804236009e-05,0.000186260664710771,1.35392845397756e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2760",87600,0.355499727472297,0.444023039901627,77198.2072980806,0.799522767373924,6.68086927446196,1.02515509057672,7.70602436503868,0.146310159981941,0.424804121317911,0.571114281299852,41105.5520235604,40,1,10,26,1.94504812127487e-05,0.000187469185686202,1.38938477452512e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","det_min"
"2761",87600,0.371589755157519,0.449013956426283,81879.191788759,0.820603711583803,7.11198923356147,1.04937197798084,8.16136121154231,0.148674518170204,0.42915920581679,0.577833723986994,44070.5748799737,40,1,1,26,1.86202179984881e-05,0.00018518844452948,1.3111554037149e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2762",87600,0.364979839111382,0.447091399753069,79946.6459540574,0.812071238864451,6.93054049566801,1.04067679415532,7.97121728982333,0.147846787220299,0.427460630198633,0.575307417418932,42869.0278271577,40,1,2,26,1.89430756894842e-05,0.000185943504992981,1.34201181267393e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2763",87600,0.367495377476329,0.44797483907441,80676.7192648079,0.815470216550739,6.9968284412865,1.04420315407824,8.04103159536473,0.148253275324691,0.428256664125958,0.576509939450649,43336.5607798024,40,1,3,26,1.88171419669002e-05,0.000185548448023415,1.33030847182349e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2764",87600,0.371480974431992,0.449076581333625,81829.9732747978,0.820557555765617,7.10348026386029,1.04941482143862,8.15289508529891,0.148843544438497,0.42922248492668,0.578066029365177,44050.5724347195,40,1,4,26,1.8627625259164e-05,0.000185080343675012,1.31227813264365e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2765",87600,0.354869358396295,0.443912090622061,77017.2599120424,0.798781449018355,6.66227813318166,1.02431169112418,7.68658982430583,0.146273780892025,0.424717395276807,0.570991176168831,40996.8193011077,40,1,5,26,1.94839858953832e-05,0.000187492345878114,1.39276945358881e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2766",87600,0.360391096971839,0.445647300677935,78630.5504777254,0.806038397649773,6.8088311728481,1.03338889102739,7.84222006387549,0.147131400374029,0.426209794589486,0.573341194963516,42018.0641817286,40,1,6,26,1.91831397601672e-05,0.000186639251869334,1.3645112075697e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2767",87600,0.366821896438053,0.447710379354348,80498.4178196634,0.814532275792401,6.9806908456541,1.0431223540349,8.023813199689,0.148091216017514,0.428019202018902,0.576110418036416,43206.4581966036,40,1,7,26,1.88520954919751e-05,0.000185708654090044,1.3333895951733e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2768",87600,0.369783432271201,0.448478781042418,81281.1859805197,0.818262213313618,7.05543922123472,1.04746304209862,8.10290226333335,0.148678652148389,0.428669462776813,0.577348114925202,43737.6042739813,40,1,8,26,1.87084369822329e-05,0.000185261684946782,1.32002683848108e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2769",87600,0.371673558294553,0.449141419178871,81991.4258297456,0.820814977473424,7.1171129544824,1.04916686331045,8.16627981779286,0.148591643579783,0.429297667409327,0.57788931098911,44089.684677557,40,1,9,26,1.86169391656195e-05,0.000185219737394714,1.31071318657734e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2770",87600,0.367218477936837,0.44764345224544,80566.8953476803,0.814861930182276,6.99288519155457,1.04362253703025,8.03650772858482,0.148097627548487,0.427933519718451,0.576031147266938,43258.2901636683,40,1,10,26,1.88371275679005e-05,0.00018577959734836,1.33160868145162e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2771",87600,0.358106247224738,0.444982961437554,77963.8570444862,0.803089208662291,6.75131764974483,1.02973808678896,7.78105573653379,0.146673046645322,0.425644222277524,0.572317268922845,41599.6389512382,40,1,1,26,1.93051966052794e-05,0.000187046232436164,1.37577460610583e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2772",87600,0.360736212375867,0.445858660279026,78858.8003801421,0.806594872654893,6.8286915306277,1.0331174232786,7.86180895390629,0.146831117105034,0.426437122023563,0.573268239128596,42090.0963838808,40,1,2,26,1.91635311380231e-05,0.00018678524473318,1.3620026761168e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2773",87600,0.360822110065243,0.44574308993371,78821.2591872855,0.806565199998953,6.82523114537407,1.03357336309015,7.85880450846422,0.147034295751599,0.426302650970289,0.573336946721887,42094.1337412541,40,1,3,26,1.91609882022227e-05,0.000186695955231459,1.36203526659106e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2774",87600,0.359881624988703,0.445602879477601,78529.4758400812,0.805484504466303,6.79802822884706,1.03256650260012,7.83059473144717,0.146962349127327,0.426191101945645,0.573153451072972,41938.0696496941,40,1,4,26,1.92065231231304e-05,0.000186718053473982,1.36666626733296e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2775",87600,0.361540473648135,0.446089580013085,78983.535190564,0.80763005366122,6.8394463857814,1.03512335436196,7.87456974014336,0.147306297141041,0.426609339439331,0.573915636580372,42234.5231503589,40,1,5,26,1.91225091090997e-05,0.000186448647996075,1.3588779836277e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2776",87600,0.35823665612606,0.44485500428122,78018.3082992379,0.80309166040728,6.75669127154209,1.02958249606029,7.78627376760238,0.146630054541405,0.425517179005351,0.572147233546756,41609.5000613883,40,1,6,26,1.93006803547854e-05,0.000187127308814452,1.37503991324732e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2777",87600,0.361885188385205,0.446019909645988,79054.0136565768,0.807905098031193,6.85045874843448,1.03568370644744,7.88614245488192,0.147298216577044,0.426518833273885,0.573817049850929,42282.502419948,40,1,7,26,1.91073151254652e-05,0.000186510778774565,1.35710286054454e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2778",87600,0.356260875439404,0.444387887706329,77418.0798187336,0.800648763145733,6.70272996105473,1.026776384404,7.72950634545874,0.146373514195408,0.425127416546422,0.57150093074183,41256.7268832788,40,1,8,26,1.94065022513997e-05,0.000187351419498852,1.38523090394129e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2779",87600,0.35998685107224,0.445713855425057,78534.6704284178,0.805700706497297,6.80129482431618,1.0330955923217,7.83439041663788,0.146963023928993,0.426288250236247,0.57325127416524,41960.6056313549,40,1,9,26,1.92013602848296e-05,0.000186708230225916,1.36616539618503e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2780",87600,0.36572832062537,0.447160490538396,80191.5478036256,0.812888811163765,6.95330278862276,1.04118997922451,7.99449276784727,0.147867238591557,0.427515034112233,0.57538227270379,42985.7279732701,40,1,10,26,1.89106675515475e-05,0.000185980164691372,1.33854258106686e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2781",87600,0.359170176140181,0.445443717036222,78249.2735363795,0.804613893176404,6.77665036719745,1.03209946016654,7.80874982736399,0.146934369904306,0.42604212156271,0.572976491467016,41812.1712244771,40,1,1,26,1.9243532914296e-05,0.000186757817130355,1.37035813899947e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2782",87600,0.367049856015931,0.447793213675549,80504.9112365222,0.814843069691479,6.98588426034459,1.04393400451576,8.02981826486035,0.148154960461448,0.428077933283975,0.576232893745423,43249.7361080812,40,1,2,26,1.88404171450939e-05,0.000185661670739304,1.33233851948926e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2783",87600,0.361717145604447,0.44618447991295,78982.2168992857,0.807901625517397,6.84423115736159,1.03594234409532,7.88017350145691,0.147330572251586,0.426680292589845,0.574010864841431,42278.0823622427,40,1,3,26,1.91092306078411e-05,0.00018638909480186,1.35770317093205e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2784",87600,0.365459510867837,0.447348167893144,80070.9383949081,0.812807678760981,6.94075888776953,1.04141383732977,7.9821727250993,0.148004384719786,0.42770151491467,0.575705899634456,42956.3572975893,40,1,4,26,1.89217086805123e-05,0.000185820521740265,1.34021117211157e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2785",87600,0.363735167640981,0.446756664821507,79617.8425826147,0.810491832462488,6.90089684619993,1.03856714919324,7.93946399539317,0.147541313037957,0.427184594234596,0.574725907272552,42644.6292374448,40,1,5,26,1.90057188198232e-05,0.000186177348410894,1.34770994038308e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2786",87600,0.364419583101567,0.446800124370538,79850.7735858697,0.811219707472105,6.92129188352153,1.03899771835941,7.96028960188093,0.147573868329514,0.427215251481283,0.574789119810796,42747.1021080638,40,1,6,26,1.89771859954707e-05,0.000186218227887296,1.34462710093831e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2787",87600,0.355421283875708,0.444106731345103,77229.3195187782,0.799528015220811,6.67943092481972,1.02503013730582,7.70446106212554,0.14627669054147,0.424894712958639,0.571171403500109,41101.2656043338,40,1,7,26,1.94526373693103e-05,0.000187450701306705,1.38966865156552e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2788",87600,0.358060570024362,0.444962600886464,77928.583662617,0.803023170910827,6.74674593410837,1.02987364443533,7.7766195785437,0.146777052402733,0.425618705275092,0.572395757677825,41591.9069104822,40,1,8,26,1.9307197735347e-05,0.000186974345640878,1.37621907769169e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2789",87600,0.363539280756464,0.446688845658143,79552.1151538069,0.810228126414607,6.89485778448502,1.03827539327375,7.93313317775877,0.147538668810088,0.427124180999503,0.574662849809591,42598.5260706661,40,1,9,26,1.90200976688849e-05,0.000186230226947257,1.34902050098234e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2790",87600,0.362844131436422,0.446343399469171,79397.2442195004,0.809187530905592,6.87676424160617,1.03672016647733,7.91348440808351,0.14741891076111,0.426818744090645,0.574237654851755,42466.8994942726,40,1,10,26,1.90545469658016e-05,0.000186344765036373,1.35220056488748e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2791",87600,0.358662547344818,0.445146660579168,78146.5998110875,0.803809207923985,6.76787103712401,1.03055322663787,7.79842426376188,0.146700298819669,0.425786377286611,0.572486676106279,41701.947334264,40,1,1,26,1.92751000686134e-05,0.000187003839443114,1.37280561868606e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2792",87600,0.363879564571813,0.446830783278414,79646.9927262614,0.810710347850227,6.90385570020937,1.03883132051779,7.94268702072717,0.147592631603229,0.427252427354829,0.574845058958059,42671.0943990325,40,1,2,26,1.89990521515335e-05,0.000186137410642724,1.34715330612915e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2793",87600,0.363798962207604,0.446778925942738,79680.8371466382,0.810577888150342,6.90352151930158,1.03849767584313,7.94201919514471,0.147520415466174,0.42720988915397,0.574730304620144,42648.028986776,40,1,3,26,1.9006221563057e-05,0.000186222420679917,1.34761281652278e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2794",87600,0.365668429762182,0.447342657859761,80169.2794122181,0.813011087621943,6.94989690359357,1.04148550745101,7.99138241104458,0.147918004831834,0.427693452416479,0.575611457248313,43002.0628919544,40,1,4,26,1.89063275793231e-05,0.000185837187186193,1.33856707919938e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2795",87600,0.363535154343965,0.446657921932524,79500.9758279504,0.810193076276489,6.89372572743695,1.03843781917135,7.9321635466083,0.147571844774953,0.427086862908503,0.574658707683457,42597.675826226,40,1,5,26,1.90196544896395e-05,0.000186211181543494,1.34903770343653e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2796",87600,0.365060596961877,0.447046487789034,80026.887784029,0.812107084750911,6.9383846512442,1.04016387215158,7.97854852339579,0.147670797729721,0.427431196036655,0.575101993766376,42877.2437980228,40,1,6,26,1.89402819028298e-05,0.000186078857143418,1.34127556443564e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2797",87600,0.360888891422794,0.445866512505038,78767.2020698184,0.806755403927831,6.82692882851418,1.03424093451978,7.86116976303396,0.147047140712868,0.426408077713314,0.573455218426182,42119.427002964,40,1,7,26,1.91539976047409e-05,0.000186639997796759,1.36149814760259e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2798",87600,0.368056712530654,0.448233284648951,80861.654020287,0.816289997179606,7.01424206038375,1.04498891702402,8.05923097740777,0.148257279778175,0.42849767051501,0.576754950293185,43444.3934736555,40,1,8,26,1.87893058669262e-05,0.000185506813032039,1.32757049685347e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2799",87600,0.35977515480014,0.445615995328954,78421.4793776288,0.805391150129094,6.78968981926625,1.03297948479781,7.82266930406406,0.147128121663601,0.426190993610265,0.573319115273866,41911.2036265136,40,1,9,26,1.92166075044333e-05,0.000186648643493391,1.36793760537857e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2800",87600,0.36259210713388,0.446248050851645,79294.4387855701,0.808840157985524,6.8690606097762,1.03650466827918,7.90556527805538,0.147413322424749,0.426727369002036,0.574140691426786,42415.6391857194,40,1,10,26,1.90693851021311e-05,0.000186383264046556,1.35360612842088e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2801",87600,0.364301344709411,0.446918665570567,79727.2039919123,0.811220010279978,6.91192183523398,1.0394596204442,7.95138145567817,0.147761601327036,0.42732243721592,0.575084038542957,42730.0846274749,40,1,1,26,1.89847508459736e-05,0.000186083915466096,1.34585279565111e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2802",87600,0.364641981292909,0.446986887341172,79852.9305058046,0.811628868634081,6.92603317532918,1.0398022477248,7.96583542305398,0.147646819853099,0.427381583979994,0.575028403833092,42798.0972413685,40,1,2,26,1.89641344113206e-05,0.000186125924667376,1.34358403970649e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2803",87600,0.368511820666394,0.448135230919309,80987.0975894127,0.816647051585703,7.02788713704199,1.04528127452502,8.07316841156701,0.148276175643638,0.428386705293655,0.576662880937293,43506.5360545334,40,1,3,26,1.87706750673525e-05,0.000185562196940884,1.32546263902618e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2804",87600,0.358277681835292,0.444974107078437,78013.8936902135,0.80325178891373,6.7548073962714,1.02995296400218,7.78476036027358,0.146734739646417,0.425627968775874,0.572362708422292,41627.0944484518,40,1,4,26,1.92963693372455e-05,0.000187011860025775,1.37497636096381e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2805",87600,0.361002760071782,0.445951582533953,78843.6836063126,0.806954342605735,6.82905244865196,1.03437357935825,7.86342602801021,0.147094543831015,0.426491574371099,0.573586118202114,42136.2376527814,40,1,5,26,1.91510772569527e-05,0.000186619082909296,1.36126562349653e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2806",87600,0.364905672889209,0.447158855116786,79946.5427301373,0.812064528005995,6.92698031582373,1.04053990059856,7.96752021642228,0.147887908757435,0.427534843691179,0.575422752448615,42860.0632522524,40,1,6,26,1.89468812312898e-05,0.000185896137612526,1.34256160347214e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
"2807",87600,0.360225265038491,0.44567511964757,78590.3739889772,0.805900384686061,6.80665833635303,1.03317427863304,7.83983261498606,0.147031943126476,0.426245631132135,0.573277574258612,41986.8424340215,40,1,7,26,1.9194117441731e-05,0.000186721176456783,1.36537434354457e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,40,"G","F","popk"
